phone_number,is_valid,location
+1 934-331-8246,True,"New York, NY"
+1 538-692-5473,False,
+1 567-997-3799,True,Ohio
+1 745-697-9421,False,
+1 596-959-4096,False,
+1 273-446-1389,False,
+1 402-482-1047,True,"Lincoln, NE"
+1 281-228-0781,True,Texas
+1 645-357-6378,False,
+1 366-522-4293,False,
+1 686-922-9974,False,
+1 966-689-1819,False,
+1 832-941-5539,True,Texas
+1 508-530-4582,True,Massachusetts
+1 890-863-7501,False,
+1 301-363-0973,True,Maryland
+1 451-905-0971,False,
+1 639-708-1714,True,Saskatchewan
+1 682-910-8257,True,Texas
+1 493-922-3133,False,
+1 770-445-7362,True,"Dallas, GA"
+1 717-848-4823,True,"York, PA"
+1 697-634-1472,False,
+1 836-307-7445,False,
+1 304-782-1165,True,"Salem, WV"
+1 785-942-6949,True,Kansas
+1 627-397-8032,False,
+1 395-602-2992,False,
+1 513-774-4243,True,Ohio
+1 450-298-0371,True,Quebec
+1 923-247-8116,False,
+1 404-525-5773,True,"Atlanta, GA"
+1 453-439-1528,False,
+1 593-231-4844,False,
+1 356-579-5790,False,
+1 873-872-7543,True,Quebec
+1 930-838-7798,True,Indiana
+1 856-601-5269,True,New Jersey
+1 476-637-1012,False,
+1 574-882-6337,True,Indiana
+1 370-638-2447,False,
+1 834-369-4266,False,
+1 347-384-5607,True,New York
+1 433-671-4089,False,
+1 332-563-5003,True,"New York, NY"
+1 443-734-0157,True,Maryland
+1 894-376-5351,False,
+1 559-224-5125,True,"Fresno, CA"
+1 361-425-9480,True,Texas
+1 267-801-4599,True,Pennsylvania
+1 470-751-1306,True,Georgia
+1 255-327-5443,False,
+1 340-574-2489,False,
+1 538-230-0194,False,
+1 322-766-0727,False,
+1 811-288-3210,False,
+1 469-426-1092,True,Texas
+1 388-589-5728,False,
+1 820-815-6051,True,California
+1 274-254-1228,False,
+1 422-990-1249,False,
+1 574-686-0175,True,Indiana
+1 492-502-9566,False,
+1 466-594-9584,False,
+1 668-302-7920,False,
+1 399-719-9847,False,
+1 840-769-1721,False,
+1 522-700-1509,True,
+1 207-618-3535,True,Maine
+1 413-421-4630,True,Massachusetts
+1 724-449-5183,True,"Gibsonia, PA"
+1 398-417-3599,False,
+1 781-956-3708,True,Massachusetts
+1 966-572-0595,False,
+1 981-616-9115,False,
+1 390-497-3182,False,
+1 808-557-5954,True,Hawaii
+1 882-624-5124,False,
+1 645-241-6537,False,
+1 894-226-1612,False,
+1 996-923-8517,False,
+1 856-674-0042,True,New Jersey
+1 915-803-9722,True,Texas
+1 837-485-0776,False,
+1 239-215-2869,True,Florida
+1 963-661-0005,False,
+1 683-251-5630,False,
+1 220-945-7637,True,Ohio
+1 558-902-2007,False,
+1 909-258-8739,True,California
+1 233-904-4995,False,
+1 558-703-0095,False,
+1 626-540-7519,True,California
+1 639-247-1665,True,Saskatchewan
+1 277-624-7848,False,
+1 309-919-5978,True,Illinois
+1 781-531-9307,True,Massachusetts
+1 807-502-4243,True,Ontario
+1 600-571-0829,True,Canada
+1 839-878-3055,False,
+1 605-488-2534,True,South Dakota
+1 833-273-3443,True,
+1 677-493-4486,False,
+1 207-455-3284,True,Maine
+1 449-366-3780,False,
+1 249-821-8606,True,Ontario
+1 347-432-2763,True,New York
+1 358-483-0975,False,
+1 521-396-1594,True,
+1 412-668-2476,True,Pennsylvania
+1 228-448-2445,True,Mississippi
+1 701-288-9652,True,"Ashley, ND"
+1 655-787-2351,False,
+1 677-371-2282,False,
+1 866-545-0273,True,
+1 397-573-2359,False,
+1 256-806-2453,True,Alabama
+1 227-833-8535,False,
+1 676-626-7769,False,
+1 501-402-4076,True,Arkansas
+1 372-224-0303,False,
+1 488-557-7268,False,
+1 277-246-1616,False,
+1 351-322-9301,True,Massachusetts
+1 467-779-6095,False,
+1 774-298-6112,True,Massachusetts
+1 965-633-8754,False,
+1 388-683-6673,False,
+1 375-380-6480,False,
+1 360-844-5465,True,Washington State
+1 969-712-3209,False,
+1 541-313-8895,True,Oregon
+1 303-774-2330,True,"Longmont, CO"
+1 939-556-0691,True,Puerto Rico
+1 972-387-6051,True,"Dallas, TX"
+1 333-767-1323,False,
+1 470-420-3568,True,Georgia
+1 360-464-8767,True,Washington State
+1 229-880-6590,True,Georgia
+1 707-688-3859,True,California
+1 798-820-5959,False,
+1 298-684-6528,False,
+1 680-891-7470,True,New York
+1 457-589-0387,False,
+1 928-447-6523,True,Arizona
+1 655-449-1265,False,
+1 854-778-5688,True,Ohio
+1 995-724-4659,False,
+1 972-367-1750,True,Texas
+1 493-852-6503,False,
+1 441-301-7659,True,Bermuda
+1 497-954-5823,False,
+1 239-522-3905,True,Florida
+1 936-883-1644,True,Texas
+1 950-703-8870,False,
+1 733-709-3190,False,
+1 923-888-8775,False,
+1 873-494-2154,True,Quebec
+1 294-546-6102,False,
+1 552-339-2614,False,
+1 280-214-3289,False,
+1 353-265-5068,False,
+1 813-652-2212,True,Florida
+1 353-296-9288,False,
+1 341-719-7848,True,California
+1 226-495-6289,True,Ontario
+1 797-445-1281,False,
+1 895-965-3749,False,
+1 961-397-3545,False,
+1 696-863-6566,False,
+1 709-768-1504,True,Newfoundland and Labrador
+1 281-883-0811,True,Texas
+1 393-522-0848,False,
+1 909-756-7979,True,California
+1 370-731-4229,False,
+1 355-587-3885,False,
+1 505-436-7370,True,New Mexico
+1 547-238-1700,False,
+1 517-394-6370,True,"Lansing, MI"
+1 830-495-8350,True,Texas
+1 840-876-1144,False,
+1 345-538-7126,False,
+1 917-217-5548,True,New York
+1 243-671-6463,False,
+1 752-876-9124,False,
+1 996-872-1389,False,
+1 930-668-7915,True,Indiana
+1 470-522-5098,True,Georgia
+1 991-795-9090,False,
+1 424-592-3644,True,California
+1 494-544-6164,False,
+1 706-716-4288,True,Georgia
+1 864-934-2309,True,South Carolina
+1 800-797-1183,True,
+1 623-373-3611,True,Arizona
+1 220-559-1153,True,Ohio
+1 513-314-4023,True,Ohio
+1 387-238-6167,False,
+1 287-474-6623,False,
+1 565-940-7709,False,
+1 895-318-7496,False,
+1 996-239-8739,False,
+1 802-522-2065,True,Vermont
+1 719-274-9560,True,"La Jara, CO"
+1 675-245-6199,False,
+1 533-402-6083,True,
+1 222-279-5991,False,
+1 298-849-4329,False,
+1 609-215-1091,True,New Jersey
+1 482-418-4436,False,
+1 605-842-0172,True,"Winner, SD"
+1 642-548-9732,False,
+1 451-264-2202,False,
+1 716-996-8008,True,New York
+1 364-406-3479,True,Kentucky
+1 704-553-9243,True,"Charlotte, NC"
+1 863-721-0690,True,Florida
+1 728-334-0782,False,
+1 726-575-3093,True,"San Antonio, TX"
+1 631-652-4648,True,New York
+1 589-234-9117,False,
+1 399-339-2667,False,
+1 530-473-2193,True,"Williams, CA"
+1 794-630-7762,False,
+1 285-748-8486,False,
+1 502-639-6409,True,Kentucky
+1 707-610-6304,True,California
+1 865-929-5113,True,Tennessee
+1 379-367-5613,False,
+1 968-551-5834,False,
+1 441-595-2893,True,Bermuda
+1 906-842-3613,True,Michigan
+1 918-639-7469,True,Oklahoma
+1 698-723-9564,False,
+1 831-382-9608,True,California
+1 335-234-8862,False,
+1 569-712-0253,False,
+1 376-732-5326,False,
+1 852-816-9643,False,
+1 667-336-6988,True,Maryland
+1 348-703-1523,False,
+1 858-382-5548,True,California
+1 252-709-9427,True,North Carolina
+1 632-785-3033,False,
+1 474-586-4586,False,
+1 549-724-3985,False,
+1 844-891-8000,True,
+1 691-323-6126,False,
+1 444-947-2493,False,
+1 258-297-8261,False,
+1 906-706-2987,True,Michigan
+1 937-319-0723,True,Ohio
+1 493-266-7537,False,
+1 586-802-4307,True,Michigan
+1 282-704-6290,False,
+1 235-728-3486,False,
+1 649-328-5616,False,
+1 420-819-7445,False,
+1 883-691-9059,False,
+1 483-550-8947,False,
+1 378-759-2987,False,
+1 715-915-1609,True,Wisconsin
+1 890-949-8678,False,
+1 819-350-3497,True,Quebec
+1 828-258-0646,True,"Asheville, NC"
+1 958-721-4358,False,
+1 391-372-0155,False,
+1 558-494-2162,False,
+1 709-828-0244,True,Newfoundland and Labrador
+1 646-547-9340,True,New York
+1 433-529-5000,False,
+1 518-905-1941,True,New York
+1 695-987-4193,False,
+1 374-648-3215,False,
+1 402-587-0328,True,Nebraska
+1 746-455-1742,False,
+1 516-580-6739,True,New York
+1 556-572-0563,False,
+1 828-890-6628,True,North Carolina
+1 914-755-0746,True,New York
+1 846-359-8625,False,
+1 388-952-0811,False,
+1 546-815-0630,False,
+1 860-374-4804,True,Connecticut
+1 840-690-8075,False,
+1 222-758-6336,False,
+1 343-937-9903,True,Ontario
+1 455-790-6191,False,
+1 937-998-6883,True,Ohio
+1 904-611-1964,True,Florida
+1 851-352-7163,False,
+1 526-856-1663,False,
+1 222-415-5642,False,
+1 673-817-3376,False,
+1 388-336-5484,False,
+1 420-708-5321,False,
+1 774-610-2991,True,Massachusetts
+1 364-675-3154,True,Kentucky
+1 865-254-4302,True,Tennessee
+1 462-220-1061,False,
+1 855-890-2708,True,
+1 757-327-9758,True,Virginia
+1 585-961-5697,True,New York
+1 588-994-3400,True,
+1 600-582-8993,True,Canada
+1 888-310-3531,True,
+1 996-419-1859,False,
+1 558-341-8851,False,
+1 876-556-1059,True,Jamaica
+1 638-894-9351,False,
+1 884-840-5201,False,
+1 843-626-5619,True,"Myrtle Beach, SC"
+1 302-216-0198,True,Delaware
+1 776-683-0488,False,
+1 915-873-3068,True,Texas
+1 469-269-2702,True,Texas
+1 938-568-4084,True,Alabama
+1 546-839-3495,False,
+1 328-720-4629,False,
+1 959-449-3211,True,Connecticut
+1 858-649-0968,True,California
+1 797-282-3574,False,
+1 705-344-3107,True,Ontario
+1 526-837-3151,False,
+1 304-842-8619,True,"Bridgeport, WV"
+1 246-439-4451,True,Barbados
+1 709-976-1540,True,Newfoundland and Labrador
+1 974-783-4413,False,
+1 772-606-5521,True,Florida
+1 733-229-8935,False,
+1 587-571-6395,True,Alberta
+1 466-323-3807,False,
+1 280-958-8317,False,
+1 524-860-2008,False,
+1 392-515-9283,False,
+1 677-589-8817,False,
+1 421-969-1877,False,
+1 369-459-0848,False,
+1 973-436-1572,True,New Jersey
+1 689-466-5134,True,Florida
+1 520-329-1643,True,"Tucson, AZ"
+1 513-821-7668,True,"Cincinnati, OH"
+1 760-917-0096,True,California
+1 911-739-6477,False,
+1 430-360-5704,True,Texas
+1 815-955-3228,True,Illinois
+1 919-945-9676,True,North Carolina
+1 661-585-3876,True,California
+1 650-898-3497,True,California
+1 935-218-6519,False,
+1 431-901-2523,True,Manitoba
+1 705-320-4937,True,Ontario
+1 820-994-4163,True,California
+1 962-364-2304,False,
+1 899-959-1336,False,
+1 314-384-5427,True,"St. Louis, MO"
+1 265-811-0124,False,
+1 862-502-0176,True,New Jersey
+1 853-839-0882,False,
+1 217-530-6452,True,Illinois
+1 630-869-7926,True,Illinois
+1 247-280-1083,False,
+1 337-715-4312,True,Louisiana
+1 566-861-7667,True,
+1 851-248-4107,False,
+1 418-528-0456,True,"Quebec City, QC"
+1 294-488-4909,False,
+1 938-400-2281,True,Alabama
+1 261-422-6988,False,
+1 776-930-7333,False,
+1 750-373-1097,False,
+1 773-762-8168,True,"Chicago, IL"
+1 468-570-2727,False,
+1 329-455-4723,False,
+1 330-814-0535,True,Ohio
+1 228-774-7842,True,Mississippi
+1 320-852-5982,True,Minnesota
+1 240-649-7866,True,Maryland
+1 819-469-2744,True,Quebec
+1 499-502-2764,False,
+1 534-756-2938,True,Wisconsin
+1 679-206-3939,False,
+1 216-201-1032,True,Ohio
+1 746-920-6104,False,
+1 945-254-4953,False,
+1 763-407-0739,True,Minnesota
+1 544-704-0873,True,
+1 838-728-5537,True,New York
+1 908-918-4722,True,New Jersey
+1 833-527-9726,True,
+1 989-831-2546,True,"Stanton, MI"
+1 572-984-2890,False,
+1 334-804-8352,True,Alabama
+1 679-821-6218,False,
+1 245-255-8515,False,
+1 975-924-5433,False,
+1 286-925-4875,False,
+1 669-319-2191,True,California
+1 280-342-9965,False,
+1 651-769-5890,True,Minnesota
+1 877-287-2411,True,
+1 237-343-4510,False,
+1 430-749-4387,True,Texas
+1 522-327-7544,True,
+1 548-242-3823,True,Ontario
+1 605-809-0823,True,South Dakota
+1 826-673-5502,False,
+1 573-692-8051,True,Missouri
+1 452-448-2831,False,
+1 338-325-5216,False,
+1 819-788-6425,True,Quebec
+1 490-243-6249,False,
+1 821-887-6187,False,
+1 676-827-4167,False,
+1 890-937-4299,False,
+1 309-774-1107,True,Illinois
+1 258-919-2815,False,
+1 894-772-5564,False,
+1 589-263-6010,False,
+1 546-739-6557,False,
+1 553-382-0299,False,
+1 267-379-6802,True,Pennsylvania
+1 702-331-3289,True,"Las Vegas, NV"
+1 326-209-5628,False,
+1 648-755-0720,False,
+1 737-665-3020,True,Texas
+1 598-523-9845,False,
+1 565-402-5669,False,
+1 343-291-6023,True,Ontario
+1 410-874-9863,True,Maryland
+1 524-727-5019,False,
+1 355-771-1064,False,
+1 799-240-0181,False,
+1 256-695-6663,True,Alabama
+1 908-688-2720,True,"Union, NJ"
+1 561-865-7216,True,"Delray Beach, FL"
+1 316-624-0471,True,Kansas
+1 693-803-7692,False,
+1 807-988-0719,True,Ontario
+1 949-382-5000,True,California
+1 332-699-4044,True,"New York, NY"
+1 540-346-4196,True,Virginia
+1 434-897-9153,True,Virginia
+1 907-202-2055,True,Alaska
+1 916-615-3736,True,California
+1 591-282-7072,False,
+1 976-769-2658,False,
+1 337-716-9958,True,Louisiana
+1 387-758-2615,False,
+1 897-553-7265,False,
+1 977-775-5140,False,
+1 563-515-3970,True,Iowa
+1 800-832-1219,True,
+1 255-230-9458,False,
+1 554-693-6694,False,
+1 995-863-7722,False,
+1 780-993-3266,True,"Edmonton, AB"
+1 339-871-1723,True,Massachusetts
+1 695-552-0122,False,
+1 740-627-7500,True,Ohio
+1 201-582-7746,True,New Jersey
+1 556-421-6226,False,
+1 953-411-6088,False,
+1 420-496-9902,False,
+1 687-932-0614,False,
+1 865-282-3541,True,Tennessee
+1 837-379-0644,False,
+1 772-712-7377,True,Florida
+1 636-413-2657,True,Missouri
+1 375-861-3354,False,
+1 338-497-9041,False,
+1 912-414-6919,True,Georgia
+1 585-249-1955,True,New York
+1 859-588-8312,True,Kentucky
+1 784-562-6062,False,
+1 422-327-1220,False,
+1 288-791-4101,False,
+1 633-555-3306,False,
+1 803-502-3056,True,South Carolina
+1 230-633-7761,False,
+1 488-538-7760,False,
+1 769-738-0765,True,Mississippi
+1 438-946-0991,True,Quebec
+1 887-212-9889,False,
+1 457-736-6838,False,
+1 880-546-0572,False,
+1 717-868-5417,True,Pennsylvania
+1 648-461-5439,False,
+1 766-883-7753,False,
+1 447-279-4090,False,
+1 989-619-9604,True,Michigan
+1 775-589-7963,True,Nevada
+1 587-370-2976,True,Alberta
+1 733-830-8666,False,
+1 437-642-1059,True,Ontario
+1 358-332-1175,False,
+1 997-960-3879,False,
+1 583-523-3396,False,
+1 778-810-2430,True,British Columbia
+1 877-241-1880,True,
+1 389-497-0327,False,
+1 222-655-1420,False,
+1 225-209-2054,True,Louisiana
+1 726-813-5567,True,"San Antonio, TX"
+1 330-387-1524,True,Ohio
+1 381-259-9018,False,
+1 561-962-5634,True,"Boca Raton, FL"
+1 844-578-9679,True,
+1 955-965-4737,False,
+1 810-572-0287,True,Michigan
+1 662-510-7863,True,Mississippi
+1 492-420-4711,False,
+1 897-975-4065,False,
+1 459-355-5684,False,
+1 577-723-4695,True,
+1 965-390-8211,False,
+1 268-658-4337,False,
+1 292-336-8611,False,
+1 482-971-8230,False,
+1 828-962-2854,True,North Carolina
+1 263-887-1231,False,
+1 206-358-8278,True,Washington State
+1 887-753-4952,False,
+1 238-266-9603,False,
+1 884-955-2601,False,
+1 976-927-5059,False,
+1 983-685-6671,False,
+1 620-287-6334,True,Kansas
+1 846-213-2737,False,
+1 994-442-7758,False,
+1 844-993-9605,True,
+1 970-903-6616,True,"Durango, CO"
+1 741-679-4302,False,
+1 225-336-9786,True,"Baton Rouge, LA"
+1 451-983-8797,False,
+1 256-726-0754,True,"Huntsville, AL"
+1 581-807-6596,True,Quebec
+1 910-354-7296,True,North Carolina
+1 745-398-2352,False,
+1 209-765-6790,True,California
+1 901-860-4050,True,Tennessee
+1 715-966-4510,True,Wisconsin
+1 702-393-2887,True,Nevada
+1 779-755-7302,True,Illinois
+1 798-446-6139,False,
+1 844-694-8304,True,
+1 535-818-4277,False,
+1 338-241-1384,False,
+1 368-530-5956,False,
+1 919-256-8510,True,"Raleigh, NC"
+1 291-921-3188,False,
+1 275-710-0698,False,
+1 548-768-2285,True,Ontario
+1 674-413-9813,False,
+1 416-980-9939,True,Ontario
+1 679-634-9253,False,
+1 852-561-6098,False,
+1 525-787-1320,False,
+1 970-837-0156,True,Colorado
+1 641-435-5567,True,"Nashua, IA"
+1 761-577-7523,False,
+1 756-217-7505,False,
+1 524-292-1997,False,
+1 514-615-3965,True,Quebec
+1 830-925-4669,True,Texas
+1 545-537-1879,False,
+1 428-702-6749,False,
+1 489-412-2719,False,
+1 432-928-9520,True,Texas
+1 251-603-1591,True,Alabama
+1 356-683-6787,False,
+1 333-458-3577,False,
+1 777-267-4708,False,
+1 355-499-1669,False,
+1 647-646-4337,True,Ontario
+1 607-415-3788,True,New York
+1 377-630-8369,False,
+1 554-261-2192,False,
+1 491-460-2334,False,
+1 807-401-7204,True,Ontario
+1 232-538-3471,False,
+1 812-675-2419,True,Indiana
+1 403-980-8591,True,"Airdrie, AB"
+1 401-736-7634,True,"Warwick, RI"
+1 423-585-4686,True,"Morristown, TN"
+1 499-948-5596,False,
+1 421-864-9478,False,
+1 301-474-0442,True,Maryland
+1 698-210-3905,False,
+1 643-875-5103,False,
+1 781-844-5111,True,Massachusetts
+1 792-772-3286,False,
+1 685-546-2634,False,
+1 462-205-8093,False,
+1 677-482-5503,False,
+1 446-749-7119,False,
+1 765-569-6783,True,"Rockville, IN"
+1 885-565-1523,False,
+1 261-772-2381,False,
+1 518-381-5763,True,"Schenectady, NY"
+1 471-347-7615,False,
+1 839-914-9185,False,
+1 950-690-1700,False,
+1 653-472-9712,False,
+1 929-812-2382,True,New York
+1 238-274-7379,False,
+1 334-321-2322,True,Alabama
+1 254-981-9724,True,Texas
+1 510-393-4249,True,California
+1 296-220-8841,False,
+1 358-660-4529,False,
+1 371-273-1732,False,
+1 721-912-0135,False,
+1 901-671-0916,True,Tennessee
+1 347-333-1555,True,New York
+1 985-662-0123,True,"Hammond, LA"
+1 940-287-9234,True,Texas
+1 221-467-3403,False,
+1 518-771-6983,True,New York
+1 808-816-5944,True,Hawaii
+1 462-950-8221,False,
+1 430-342-4829,True,Texas
+1 387-750-5455,False,
+1 206-218-4168,True,Washington State
+1 228-591-7407,True,Mississippi
+1 282-321-4470,False,
+1 974-472-4991,False,
+1 495-572-8895,False,
+1 710-524-4668,True,United States
+1 546-927-4588,False,
+1 371-244-7863,False,
+1 230-699-6854,False,
+1 556-312-2513,False,
+1 362-262-4466,False,
+1 995-786-5710,False,
+1 566-593-9700,True,
+1 602-232-8032,True,"Phoenix, AZ"
+1 494-944-4155,False,
+1 240-691-6910,True,Maryland
+1 890-998-4616,False,
+1 533-623-8486,True,
+1 994-638-1066,False,
+1 438-936-6241,True,Quebec
+1 893-461-1252,False,
+1 386-709-6095,True,Florida
+1 344-814-7745,False,
+1 223-840-0300,True,Pennsylvania
+1 927-923-2786,False,
+1 211-870-3523,False,
+1 939-415-2418,True,Puerto Rico
+1 290-488-7088,False,
+1 722-529-0380,False,
+1 882-791-7587,False,
+1 880-339-4987,False,
+1 634-440-6421,False,
+1 929-261-5192,True,New York
+1 811-674-3744,False,
+1 262-743-5646,True,Wisconsin
+1 288-540-6891,False,
+1 716-940-2738,True,New York
+1 297-384-6470,False,
+1 521-562-9266,True,
+1 812-995-0738,True,Indiana
+1 742-347-5753,False,
+1 742-965-4024,False,
+1 834-442-2434,False,
+1 702-959-5888,True,Nevada
+1 681-376-4159,True,West Virginia
+1 803-750-8174,True,"Columbia, SC"
+1 969-384-8285,False,
+1 368-646-2304,False,
+1 774-908-4975,True,Massachusetts
+1 211-664-1127,False,
+1 660-302-9199,True,Missouri
+1 355-310-0651,False,
+1 218-215-4751,True,Minnesota
+1 950-647-1556,False,
+1 816-512-9587,True,Missouri
+1 986-724-9028,True,Idaho
+1 934-575-7251,True,"New York, NY"
+1 264-752-3711,False,
+1 708-689-9533,True,Illinois
+1 686-483-3411,False,
+1 607-373-2552,True,New York
+1 833-681-6779,True,
+1 683-796-9574,False,
+1 490-987-9917,False,
+1 531-648-8432,True,Nebraska
+1 793-206-4622,False,
+1 453-610-0304,False,
+1 877-908-9136,True,
+1 425-637-8298,True,"Bellevue, WA"
+1 543-276-7839,False,
+1 731-390-1598,True,Tennessee
+1 543-629-3655,False,
+1 589-896-9292,False,
+1 206-868-5339,True,Washington State
+1 836-938-2141,False,
+1 445-253-1069,True,Philadelphia
+1 870-877-3783,True,Arkansas
+1 987-774-9793,False,
+1 351-444-2337,True,Massachusetts
+1 245-921-8653,False,
+1 837-561-8026,False,
+1 738-278-8475,False,
+1 412-381-8446,True,"Pittsburgh, PA"
+1 768-796-9444,False,
+1 346-475-2140,True,Texas
+1 565-750-3144,False,
+1 481-435-3628,False,
+1 442-244-0215,True,California
+1 203-216-9266,True,Connecticut
+1 696-389-3520,False,
+1 255-609-4583,False,
+1 405-767-7250,True,"Oklahoma City, OK"
+1 417-394-3881,True,Missouri
+1 853-618-2638,False,
+1 487-305-6534,False,
+1 316-246-6063,True,Kansas
+1 543-544-9726,False,
+1 493-761-7344,False,
+1 697-555-3170,False,
+1 834-565-8144,False,
+1 857-510-9051,True,Massachusetts
+1 226-292-8212,True,Ontario
+1 561-924-8992,True,"Pahokee, FL"
+1 709-512-4654,True,Newfoundland and Labrador
+1 577-884-7095,True,
+1 840-207-8658,False,
+1 862-871-7566,True,New Jersey
+1 769-925-3118,True,Mississippi
+1 490-257-8706,False,
+1 285-309-5403,False,
+1 678-363-7104,True,"Dallas, GA"
+1 630-952-8377,True,Illinois
+1 437-518-0197,True,Ontario
+1 595-268-9527,False,
+1 537-572-0641,False,
+1 469-265-5170,True,Texas
+1 866-377-4512,True,
+1 781-524-2923,True,Massachusetts
+1 826-419-4542,False,
+1 979-438-2611,True,Texas
+1 251-746-0104,True,Alabama
+1 920-791-3588,True,Wisconsin
+1 571-997-7604,True,Virginia
+1 765-579-8526,True,Indiana
+1 296-540-2056,False,
+1 892-532-2725,False,
+1 826-384-3534,False,
+1 903-853-6614,True,Texas
+1 558-732-0987,False,
+1 578-460-6546,False,
+1 414-205-0697,True,Wisconsin
+1 774-737-7793,True,Massachusetts
+1 223-780-5469,True,Pennsylvania
+1 375-956-8038,False,
+1 370-520-6158,False,
+1 222-853-1170,False,
+1 514-468-3147,True,Quebec
+1 512-529-7528,True,Texas
+1 828-785-7805,True,North Carolina
+1 892-756-9449,False,
+1 950-636-5275,False,
+1 864-796-1691,True,South Carolina
+1 853-420-1635,False,
+1 789-795-6577,False,
+1 616-297-5860,True,Michigan
+1 750-669-7524,False,
+1 851-739-4183,False,
+1 233-287-6320,False,
+1 941-739-2139,True,"Bradenton, FL"
+1 793-819-1219,False,
+1 428-220-6434,False,
+1 830-438-5274,True,"Bulverde, TX"
+1 675-723-9477,False,
+1 417-825-8909,True,Missouri
+1 822-745-7875,False,
+1 370-899-5237,False,
+1 247-749-2592,False,
+1 855-382-0638,True,
+1 954-305-1674,True,Florida
+1 256-978-3061,True,Alabama
+1 539-390-4858,True,Oklahoma
+1 642-421-4247,False,
+1 775-911-5651,True,Nevada
+1 304-314-6587,True,West Virginia
+1 420-895-8519,False,
+1 929-536-5985,True,New York
+1 974-463-0255,False,
+1 363-656-2347,False,
+1 860-236-6487,True,"West Hartford, CT"
+1 937-553-1323,True,Ohio
+1 785-588-9648,True,Kansas
+1 622-361-2520,True,Canada
+1 883-839-5372,False,
+1 215-596-5448,True,Pennsylvania
+1 906-493-3699,True,"Drummond, MI"
+1 201-853-8047,True,New Jersey
+1 413-622-9752,True,Massachusetts
+1 501-698-9633,True,Arkansas
+1 560-509-5409,False,
+1 402-914-8163,True,Nebraska
+1 512-833-2524,True,"Austin, TX"
+1 484-816-8636,True,Pennsylvania
+1 739-436-6100,False,
+1 634-320-5503,False,
+1 380-542-6012,True,Ohio
+1 271-470-4880,False,
+1 843-656-2421,True,South Carolina
+1 208-709-0289,True,Idaho
+1 221-207-2882,False,
+1 716-599-3290,True,New York
+1 738-559-0344,False,
+1 764-782-1079,False,
+1 643-947-3708,False,
+1 464-950-1803,False,
+1 896-578-7626,False,
+1 902-302-3242,True,Nova Scotia/Prince Edward Island
+1 940-775-9061,True,Texas
+1 701-964-5783,True,North Dakota
+1 750-499-4545,False,
+1 878-892-9779,True,Pennsylvania
+1 957-206-9615,False,
+1 915-434-9483,True,Texas
+1 627-725-1794,False,
+1 429-415-8272,False,
+1 416-289-7803,True,"Scarborough, ON"
+1 390-902-6412,False,
+1 943-707-3091,False,
+1 529-615-9853,False,
+1 352-487-4486,True,Florida
+1 730-846-8460,False,
+1 732-648-7473,True,New Jersey
+1 935-593-9357,False,
+1 526-910-5391,False,
+1 627-526-8891,False,
+1 943-631-1705,False,
+1 682-648-5495,True,Texas
+1 997-736-3152,False,
+1 999-662-3456,False,
+1 257-204-7230,False,
+1 956-407-5435,True,Texas
+1 532-456-9687,False,
+1 660-742-8117,True,Missouri
+1 303-456-9140,True,Colorado
+1 326-244-1688,False,
+1 884-384-9858,False,
+1 558-472-8869,False,
+1 488-603-6794,False,
+1 779-361-0462,True,Illinois
+1 563-479-1553,True,Iowa
+1 992-251-5928,False,
+1 280-472-5561,False,
+1 295-627-6612,False,
+1 817-581-7201,True,Texas
+1 481-694-2193,False,
+1 759-928-4273,False,
+1 549-236-0147,False,
+1 282-757-4156,False,
+1 364-594-2249,True,Kentucky
+1 244-647-4668,False,
+1 672-769-1764,True,British Columbia
+1 358-276-2266,False,
+1 466-465-7611,False,
+1 842-797-4700,False,
+1 460-245-4613,False,
+1 737-854-0777,True,Texas
+1 341-214-2799,True,California
+1 810-483-7245,True,Michigan
+1 377-223-3145,False,
+1 830-691-4711,True,Texas
+1 581-920-8307,True,Quebec
+1 763-758-0328,True,Minnesota
+1 234-902-1784,True,Ohio
+1 215-670-6247,True,Pennsylvania
+1 426-703-0324,False,
+1 531-289-7597,True,Nebraska
+1 312-399-0838,True,"Chicago, IL"
+1 296-873-6892,False,
+1 223-638-8619,True,Pennsylvania
+1 925-959-7479,True,California
+1 497-266-4139,False,
+1 794-539-1766,False,
+1 456-887-5971,False,
+1 253-350-4679,True,Washington State
+1 602-865-7964,True,"Glendale, AZ"
+1 879-965-4689,False,
+1 885-294-6841,False,
+1 777-519-7020,False,
+1 269-623-3019,True,"Delton, MI"
+1 819-345-5484,True,Quebec
+1 367-956-4215,False,
+1 802-762-6417,True,Vermont
+1 955-671-6506,False,
+1 236-569-6078,True,British Columbia
+1 989-732-3373,True,"Gaylord, MI"
+1 423-200-1220,True,Tennessee
+1 903-327-0230,True,Texas
+1 698-865-3346,False,
+1 371-344-4319,False,
+1 743-352-1083,True,North Carolina
+1 216-973-1933,True,Ohio
+1 521-581-6623,True,
+1 245-753-6234,False,
+1 697-507-0650,False,
+1 497-449-4308,False,
+1 619-233-1493,True,"San Diego, CA"
+1 383-278-3482,False,
+1 865-918-7142,True,Tennessee
+1 479-815-3616,True,Arkansas
+1 343-695-1653,True,Ontario
+1 466-842-4925,False,
+1 758-285-2597,True,St. Lucia
+1 371-293-3597,False,
+1 888-942-2435,True,
+1 436-686-5294,False,
+1 408-352-9457,True,California
+1 626-401-9737,True,California
